Unnamed: 0,GSM7465980,GSM7466027,GSM7466030,GSM7466008,GSM7466062,GSM7465978,GSM7466031,GSM7466033,GSM7465983,GSM7466002,GSM7465990
RAB22A,0.753129425,0.672018746,0.703395744,0.754732258,0.757713267,0.784691098,0.730208919,0.810726772,0.753018592,0.778073705,0.787297094
PTGIS,0.230199749,0.226606873,3.47E-05,0.227798603,0.137870034,0.494048257,0.169555332,0.180473931,0.017589748,0.6258791,0.52652587
STAU1,0.933580638,0.904285817,0.917674096,0.925950224,0.941231206,0.918643808,0.920558394,0.941506077,0.91945006,0.919662204,0.921314225
CDH26,0.262415866,0.396008427,0.214076341,0.333804503,0.311587935,0.171248797,0.375713752,0.235240269,0.281728791,0.317592635,0.25802043
SNAI1,0.146621658,0.011389546,0.025656582,0.057598337,0.174418142,0.213031232,0.056268885,0.240376254,0.239587911,0.009108613,0.111369006
MOCS3,0.172481228,0.210514161,0.230347856,0.277093991,0.137870034,0.298441525,0.163115596,0.099420318,0.164416993,0.110183641,0.132207661
STX16,0.710373614,0.562942307,0.594428182,0.777066252,0.59965132,0.752453097,0.601772571,0.640737157,0.798391886,0.785970239,0.724187343
PMEPA1,0.93139198,0.661844752,0.722037674,0.84706611,0.928916765,0.93670695,0.798328865,0.929661801,0.956369525,0.802541455,0.927012247
RNF114,0.883415234,0.904670543,0.894387251,0.883887188,0.89319551,0.913604035,0.900195688,0.9003431,0.912246357,0.907601871,0.910248561
DDX27,0.541026453,0.448899471,0.445185036,0.444186712,0.45150388,0.479481391,0.461875138,0.555722384,0.531314829,0.546056968,0.505782069
RBPJL,0.232719262,0.21697732,0.229441772,0.2188515,0.279440929,0.197645349,0.222541811,0.252828262,0.251139626,0.25578846,0.237750252
SEMG1,0.143616158,0.130743863,0.187390318,0.079706534,0.060123251,0.155423583,0.068898513,0.113403701,0.276962562,0.019932206,0.118169086
BCAS4,0.43700127,0.538694439,0.402186877,0.394253774,0.519008732,0.423400937,0.531990473,0.47292677,0.394027201,0.470752511,0.449478692
KCNK15,0.241067818,0.132343178,0.131466256,0.197230374,0.028995668,0.375229285,0.164101896,0.235364201,0.157380196,0.232618314,0.318601945
TP53TG5,0.208774173,0.113356361,0.054909964,0.124326524,0.134184584,0.246190039,0.083795948,0.171960654,0.114818903,0.193614443,0.195206144
PCK1,0.317220323,0.166268481,0.046060705,0.167092982,0.381561103,0.150117742,0.218573904,0.149620418,0.047200723,0.145398396,0.112649965
ZBP1,0.224887982,0.237925797,0.160030223,0.258020955,0.388358296,0.262447879,0.339788745,0.243703255,0.245427621,0.22723155,0.222628011
NEURL2,0.28084693,0.347622336,0.29790509,0.254640095,0.247759747,0.297946379,0.347667464,0.21895059,0.287081152,0.331233767,0.350311407
MAGEA10,0.102340172,0.175517716,0.018741292,0.058894297,0.174418142,0.118801154,0.046829449,0.051326824,0.124073657,0.206335813,0.199744098
MTRR,0.530874643,0.601597527,0.669628956,0.581903503,0.731878288,0.636834884,0.671429366,0.730333602,0.610480375,0.63593207,0.720678278
FASTKD3,0.430569062,0.436182522,0.462021412,0.451489044,0.409886425,0.493106484,0.460311692,0.436310447,0.381160383,0.414951215,0.421275153
PEPD,0.826603331,0.817374396,0.821633867,0.71533686,0.807676969,0.819414745,0.769140244,0.770499761,0.756852737,0.789603188,0.795014693
CHST8,0.103837968,0.062005735,0.202388287,0.20672868,0.310143069,0.192323309,0.111218627,0.139906717,0.18583856,0.144500719,0.216842435
IQSEC2,0.379895869,0.3480191,0.328264905,0.308526101,0.357221947,0.346330184,0.406070456,0.296564059,0.402918409,0.342554533,0.322011296
VAMP7,0.790297892,0.766090247,0.751508504,0.798328704,0.777952193,0.800044254,0.775175721,0.800848514,0.762340098,0.754473283,0.849283916
IL9R,0.111184534,0.089070208,0.079687576,0.14370886,0.180447547,0.109452104,0.151549265,0.197571384,0.060159248,0.210817964,0.20925871
XG,0.00811838,0.039335019,0.016640905,0.031727938,0.046472875,0.117169845,0.027705645,0.011541253,0.117849097,0.006134496,0.012301466
STAMBP,0.806873461,0.861289693,0.859319246,0.868575447,0.792076337,0.804580167,0.808004634,0.761644447,0.783399003,0.806229515,0.780473611
NAGK,0.812744611,0.848285744,0.814267532,0.783688909,0.79063088,0.811713301,0.85760999,0.742310572,0.825753874,0.780168216,0.787128124
MCEE,0.746430479,0.749789027,0.723697303,0.839062747,0.591182699,0.719159902,0.691533861,0.562266819,0.582647993,0.643331731,0.707290421
PAIP2B,0.21478668,0.311757681,0.247434238,0.230754864,0.24245805,0.245773121,0.256870262,0.318075638,0.29303644,0.063615535,0.220017209
SNRNP27,0.724577841,0.745631354,0.748184535,0.785961482,0.757053456,0.783175205,0.801429803,0.805902802,0.650952965,0.710564836,0.750759288
MPHOSPH10,0.837456576,0.70833067,0.703395744,0.888464206,0.705576163,0.793826222,0.736906979,0.706410124,0.751716084,0.721803588,0.768785928
IL17C,0.182958962,0.30373976,0.373187069,0.198755856,0.625110353,0.049780901,0.000170365,0.437116942,0.040910494,0.149813755,0.260644384
ATP8A1,0.144006236,0.103203816,0.269095751,0.140299092,0.069378762,0.15058896,0.095379761,0.16252744,0.18528383,0.143993515,0.194765005
USP22,0.578116673,0.544608409,0.433076782,0.49155987,0.421787873,0.472605186,0.52430685,0.416968448,0.394192635,0.4423872,0.488623111
POF1B,0.163756843,0.200502696,0.13700762,0.174061723,0.080672566,0.067027438,0.162760645,0.214348729,0.178484835,0.091737702,0.24301875
HIF3A,0.303103661,0.294053497,0.302264872,0.229932881,0.071033531,0.208505033,0.203269142,0.304242455,0.111830435,0.220443036,0.29956003
ZNF576,0.49202338,0.478135687,0.495560737,0.429593159,0.447357514,0.518284545,0.437799046,0.458678451,0.40939156,0.48249258,0.507384191
IRGC,0.21478668,0.136481246,0.16689514,0.207738379,0.207265481,0.062821559,0.095379761,0.053729243,0.182948223,0.293660815,0.164355996
ZNF45,0.407813917,0.403020766,0.392536095,0.481744757,0.431264975,0.488163152,0.421818562,0.428126033,0.40792318,0.443980348,0.496490963
LYPD3,0.277944101,0.664173012,0.356720254,0.303676862,0.782584695,0.246773996,0.337063085,0.598155327,0.280842924,0.308779879,0.002552344
PSG8,0.064379222,0.095202304,0.001097876,0.036905796,0.005587579,0.043509966,0.03572395,0.024985471,0.026841644,0.015669859,0.083092906
CEACAM8,0.020337786,0.029253008,0.166381421,0.103253025,0.198773318,0.036305103,0.034480076,0.053729243,0.043642144,0.08786994,0.038702221
NDP,0.912806187,0.709507339,0.743824218,0.921342427,0.602729,0.825157906,0.533906258,0.549828715,0.775392017,0.880034719,0.946868489
USP9X,0.753949285,0.697411192,0.732354069,0.848048449,0.679237948,0.701772583,0.736421165,0.735138043,0.740699801,0.789264731,0.713293582
CRISP2,0.419871183,0.357872561,0.415078033,0.444421159,0.159074486,0.275635439,0.359118504,0.313005837,0.248572345,0.512220406,0.254521846
F13A1,0.533650443,0.633366351,0.616182879,0.339007652,0.421845133,0.56155651,0.58856153,0.404298309,0.581597382,0.444689596,0.501250119
GRM4,0.147793618,0.20431618,0.236840428,0.240837227,0.00904285,0.172238674,0.208324698,0.147061557,0.218738202,0.153453213,0.173467003
TRERF1,0.317595782,0.200502696,0.338199523,0.476879834,0.38563722,0.376535342,0.308930177,0.335600082,0.359730624,0.380929306,0.396479367
PACSIN1,0.400814421,0.443242402,0.393780739,0.364765654,0.378936859,0.378106574,0.466041176,0.337249398,0.498808598,0.324245491,0.440150012
BTN2A2,0.252407862,0.24073559,0.326397936,0.284587807,0.239999364,0.322619294,0.24758185,0.248923673,0.332558863,0.229612828,0.332193006
SIRT5,0.615133747,0.59693698,0.627057356,0.614501794,0.512556228,0.609357305,0.56327575,0.469048708,0.581247449,0.519549986,0.697804074
MRS2,0.404880775,0.430457315,0.466426271,0.456064625,0.387556566,0.412857289,0.396336639,0.432004748,0.362429082,0.316891176,0.392275714
WRNIP1,0.82336009,0.791685859,0.802322583,0.825326871,0.820373401,0.839294154,0.792063957,0.853723775,0.802810327,0.836643658,0.86115948
BTN1A1,0.004452409,0.116694947,0.092048909,0.096027811,0.051015195,0.109452104,0.082188346,0.067728573,0.171791231,0.076330947,0.029199978
SNRPC,0.835062538,0.819377966,0.848107053,0.793994749,0.761930065,0.824198744,0.795835781,0.747253629,0.813497008,0.788334455,0.842068674
SLC17A3,0.130702187,0.12844374,0.066532159,0.228249826,0.051626522,0.135668615,0.179870991,0.128542414,0.040910494,0.146335573,0.277665461
SLC17A1,0.081415394,0.184329451,0.215172768,0.027314999,0.089526981,0.104187569,0.170188642,0.225696487,0.135213075,0.213287877,0.172554306
SERPINB6,0.95119588,0.935058833,0.934282236,0.944867395,0.951237714,0.940419621,0.939068309,0.917388104,0.93083861,0.95069255,0.95751407
XPO5,0.518556162,0.432533767,0.493682739,0.430852845,0.496641702,0.533306692,0.468346882,0.475909544,0.614588462,0.481000619,0.510081833
ABCC10,0.350790914,0.249005553,0.404115949,0.308572056,0.302137652,0.318108576,0.299007645,0.328145742,0.418453016,0.350051889,0.282670142
PEX6,0.671860111,0.496332232,0.607335999,0.510565732,0.459947995,0.540126816,0.479801708,0.333183938,0.65596179,0.402842234,0.630474082
NQO2,0.579784875,0.505528204,0.576450064,0.53028149,0.601510867,0.592460872,0.460011491,0.46947185,0.522605142,0.49845762,0.648465626
UNC5CL,0.078023844,0.458793877,0.374128612,0.186189184,0.500381467,0.038729899,0.549450092,0.382386057,0.017033483,0.110993177,0.060211545
AARS2,0.551086205,0.51838443,0.478742369,0.692293434,0.475681059,0.454716545,0.486003181,0.434469686,0.566860352,0.55151581,0.463780617
ZNF391,0.112918155,0.022716812,0.064013597,0.096954173,0.025631353,0.242735463,0.066041027,0.139906717,0.157380196,0.007286046,0.120893645
RPS10,0.993175332,0.9917799,0.987896469,0.988459859,0.993298461,0.990184988,0.99216536,0.990518462,0.992761267,0.990768859,0.990337491
MOCS1,0.631531157,0.661619713,0.678488332,0.598909029,0.615564393,0.681068621,0.59031878,0.617469241,0.598468324,0.691739171,0.647499629
MED20,0.79114597,0.79432264,0.813058052,0.783268585,0.722650514,0.830317699,0.824623297,0.728817562,0.851249417,0.748267151,0.814590334
OR2B6,0.107758915,0.050516364,0.035120901,0.107084818,0.095146283,0.065535724,0.067374223,0.054530508,0.143572454,0.184730566,0.130292886
TBCC,0.542027775,0.508721847,0.532441174,0.534736381,0.450058583,0.589228792,0.567453106,0.556664043,0.534638282,0.497379383,0.597982813
SPDEF,0.930004142,0.178728037,0.431347019,0.732857963,0.207827498,0.469064024,0.186327394,0.438155058,0.823412158,0.583298108,0.757641636
TCP11,0.240192097,0.017628466,0.072530207,0.198314127,0.008372838,0.164488336,0.250400612,0.104502171,0.070831889,0.270711611,0.123347678
MAD2L1BP,0.614122029,0.619373969,0.618979946,0.602020004,0.604882301,0.638156583,0.630009222,0.668937981,0.512612406,0.587838668,0.645125746
APOBEC2,0.069389707,0.099220203,0.025016871,0.023550294,0.016145608,0.067677889,0.049896537,0.049383838,0.003305005,0.00143191,0.035442282
KLHDC3,0.857897509,0.871724082,0.875466166,0.892029884,0.823619321,0.871326144,0.861264251,0.812370466,0.885320789,0.860814957,0.880023751
GNMT,0.014403554,0.16504556,0.064891069,0.180414759,0.026764672,0.032331178,0.006243527,0.118000285,0.06456701,0.070805182,0.049723796
DNAH8,0.127600525,0.163310756,0.228330967,0.241584627,0.03323844,0.172753521,0.153551465,0.255313537,0.10483072,0.236832288,0.212052371
TREM1,0.168172509,0.337607221,0.161448738,0.140299092,0.660866441,0.01920428,0.475125584,0.601254176,0.058917151,0.154941895,0.21075609
MEA1,0.720432251,0.696790047,0.687421314,0.650940771,0.672260243,0.679233578,0.638807733,0.652708429,0.720236773,0.633796545,0.689327958
KLHL31,0.093064596,0.022716812,0.099443785,0.111347612,0.002852587,0.002287147,0.024887839,0.146156584,0.007716963,0.072633442,0.102146468
COL21A1,0.148887991,0.116034761,0.316317339,0.390434378,0.225862742,0.339944607,0.147197326,0.230047184,0.346853221,0.381567264,0.433595318
CDKN1A,0.801032485,0.894637586,0.800103855,0.820704083,0.968724955,0.610789344,0.824623297,0.965237051,0.680254295,0.704045869,0.550725469
SOX4,0.905696615,0.959427827,0.911275548,0.874167287,0.957228243,0.935407467,0.982754206,0.965673035,0.94324419,0.902356527,0.95751407
GLO1,0.913578528,0.900543569,0.915146789,0.922124533,0.842083684,0.894940448,0.872218412,0.835147061,0.862439851,0.888870431,0.911116161
CPNE5,0.08782665,0.054977193,0.005434888,0.012970969,0.110893122,0.009973803,0.038326677,0.042956236,0.146365731,0.091737702,0.104507477
KCNK17,0.245207723,0.326542247,0.170098523,0.175608584,0.284670292,0.219197105,0.182937248,0.121666538,0.17734124,0.235218999,0.303217823
RREB1,0.319524654,0.368396711,0.353235745,0.411287142,0.415806291,0.300741724,0.351207942,0.345480559,0.325726486,0.371608629,0.302402928
SSR1,0.88118218,0.901693323,0.867670148,0.856492081,0.891295217,0.894189053,0.906659784,0.88749478,0.873580263,0.876620535,0.878173685
RIOK1,0.509617655,0.462044052,0.543245169,0.528648688,0.475179437,0.607283405,0.499640257,0.581016385,0.606318611,0.588469362,0.61890648
NRN1,0.293089193,0.304331179,0.318713527,0.334918529,0.173467045,0.315403042,0.242221003,0.215650445,0.138847033,0.26494489,0.321496175
SLC35B3,0.714874944,0.641867002,0.632862778,0.723265808,0.54165128,0.678317349,0.630447187,0.583506301,0.511053678,0.626974359,0.615368356
RPP40,0.812138867,0.739143552,0.824678726,0.780666116,0.706443793,0.783680273,0.693471633,0.725155955,0.822287093,0.767407539,0.812598427
ATXN1,0.716935812,0.594684407,0.69766022,0.780666116,0.619925425,0.856482973,0.703139093,0.717870491,0.771409908,0.769732357,0.798081376
NUP153,0.61810258,0.534929235,0.552503984,0.749348695,0.61520167,0.549899256,0.511583148,0.645523492,0.51560702,0.588329165,0.574597018
DEK,0.852029799,0.84703073,0.84339473,0.863195933,0.865779707,0.896069793,0.863554962,0.903319602,0.793231534,0.857286547,0.919945866
EEF1E1,0.778910555,0.839183665,0.868674742,0.759653846,0.756723754,0.828303388,0.815755652,0.84335201,0.701234533,0.756358208,0.847855054
CRISP1,0.034394244,0.041385753,0.059744312,0.037586925,0.062578057,0.06622412,0.09342026,0.007138197,0.021969768,0.049286396,0.029199978
RUNX2,0.313433943,0.305561587,0.343266297,0.296348572,0.347230642,0.345540371,0.317551367,0.308124809,0.250128472,0.336470069,0.352399745
OPN5,0.101495543,0.283057817,0.274284237,0.218647944,0.333830366,0.189568211,0.20723117,0.271814122,0.161833983,0.197095202,0.281666929
GCM2,0.142017585,0.157012347,0.254971455,0.007148496,0.09119227,0.132740364,0.108630929,0.012663461,0.122919923,0.193854201,0.020450927
LRRFIP1,0.815517177,0.786096651,0.825201478,0.805675571,0.869469047,0.735796452,0.735935468,0.897377573,0.924197093,0.864536307,0.800387156
LOC93463,0.155387428,0.176349476,0.053883293,0.087317567,0.121429189,0.139615966,0.19899598,0.085922895,0.042369537,0.186679122,0.061051986
RAB17,0.538361204,0.639589151,0.682907272,0.540405133,0.420015372,0.617763605,0.728843443,0.477865215,0.672099427,0.549288029,0.586964358
CXCL6,0.218212541,0.225954431,0.27402398,0.260184559,0.335395183,0.208505033,0.135123115,0.587808591,0.124766151,0.385897349,0.21075609
EREG,0.308612126,0.247878995,0.272290867,0.244622101,0.192304629,0.304914883,0.242638704,0.199221103,0.181406309,0.261696118,0.281666929
SCGB1D2,0.986573252,0.437983979,0.750128603,0.987614684,0.557852948,0.384327844,0.444987008,0.342869042,0.711717813,0.981707632,0.832947818
SCGB2A1,0.98894009,0.977375997,0.983969569,0.991869689,0.985685271,0.976795648,0.968791972,0.95610887,0.973009427,0.987177524,0.976744301
AHNAK,0.919987139,0.896252605,0.952507291,0.962267569,0.929315992,0.935507293,0.890568968,0.93752965,0.950422074,0.969396174,0.938459542
WNT1,0.217804156,0.095202304,0.003985569,0.226896675,0.064382146,0.05061801,0.095994809,0.24934274,0.137918591,0.083624152,0.14639118
SH3TC1,0.001000882,0.192821006,0.316551731,0.199840519,0.339641627,0.093221531,0.205248656,0.258652698,0.360922778,0.235673792,0.179030471
CNOT1,0.869277326,0.821298241,0.849355475,0.853608849,0.80070699,0.833828596,0.810176173,0.80951788,0.925462517,0.857286547,0.878728187
LRRC29,0.401526532,0.385805758,0.369382472,0.339545578,0.221123955,0.351591447,0.332957301,0.351390969,0.367601848,0.320270415,0.351752627
BBS2,0.736782973,0.648061083,0.679096835,0.792214957,0.607687215,0.67351948,0.704158693,0.628558629,0.646631734,0.781174669,0.747821586
MT1G,0.835062538,0.972447825,0.952091053,0.911926099,0.87549686,0.428688784,0.865943253,0.74790324,0.63899813,0.876620535,0.564231793
MT2A,0.855817951,0.961241547,0.943209261,0.848048449,0.990156163,0.691297643,0.933581636,0.980920217,0.823585323,0.954511841,0.711078404
GOT2,0.863433826,0.74962564,0.841712102,0.734706162,0.78385161,0.820717795,0.75685424,0.795560921,0.860910556,0.833729984,0.797996116
DOK4,0.541360131,0.39475646,0.449309324,0.420681417,0.447597131,0.446717127,0.347866171,0.358326822,0.551596768,0.431238773,0.460159726
PIWIL1,0.063165725,0.119220284,0.17176169,0.244747191,0.169348953,0.12074424,0.066041027,0.049917023,0.092705894,0.187116814,0.074681199
GPR18,0.201340285,0.373540867,0.322683972,0.177355043,0.392549016,0.295970234,0.402933574,0.265159267,0.207582655,0.137096921,0.279533144
CLYBL,0.536367647,0.555419352,0.639877695,0.493246626,0.404088001,0.57446797,0.453857948,0.477742763,0.529724159,0.499092286,0.475322576
TMTC4,0.582431667,0.605000051,0.616326099,0.548518817,0.677008786,0.657000276,0.635352557,0.641986331,0.58201748,0.630343243,0.604462254
RAP2A,0.596076187,0.764018334,0.641492875,0.690056192,0.726974884,0.692534618,0.768221889,0.699794756,0.652371429,0.726901509,0.682079833
SLC10A2,0.061308434,0.086335531,0.070848253,0.117868901,0.099648738,0.19116497,0.120041671,0.084572489,0.108921656,0.077131985,0.17664443
ABCC4,0.601339662,0.47832036,0.504140295,0.572855585,0.499090123,0.56634366,0.47420612,0.578601255,0.405669369,0.47839565,0.56815878
EFNB2,0.846282355,0.751833291,0.755088752,0.760723288,0.864492234,0.865597247,0.805837755,0.920334994,0.880990666,0.804169507,0.858897379
SOX21,0.172045944,0.276319978,0.226481619,0.187585656,0.184301331,0.194162191,0.293083832,0.206765998,0.2755583,0.144500719,0.251456393
TM9SF2,0.91184162,0.925716564,0.921972549,0.92369174,0.922760376,0.916603345,0.918284141,0.931868385,0.875495154,0.902356527,0.920629515
KIF25,0.172481228,0.216532182,0.120493488,0.209274249,0.052429065,0.266289509,0.111952862,0.175815098,0.285111897,0.206053712,0.123347678
IRF1,0.720671047,0.779779984,0.779012076,0.683833233,0.829260031,0.811196398,0.824182233,0.871318932,0.64195663,0.801856833,0.756902279
UPF3B,0.53769612,0.59201766,0.535984633,0.561653495,0.525904685,0.581057717,0.542612406,0.498439218,0.688619608,0.547805635,0.599758612
RNF113A,0.623334844,0.701299778,0.609754119,0.626921499,0.679237948,0.698270711,0.61105217,0.639123381,0.57761409,0.640144044,0.72498621
NDUFA1,0.965293606,0.973783437,0.974051691,0.964840243,0.957228243,0.965263978,0.97319995,0.953780329,0.953182423,0.96267478,0.965110926
AMELX,0.071403698,0.073305821,0.072530207,0.153606719,0.065688034,0.132740364,0.121514714,0.043982073,0.040910494,0.212923193,0.147451664
AMELY,0.095169953,0.104906946,0.156644927,0.235658898,0.120179242,0.201296576,0.213968145,0.099420318,0.138847033,0.149266302,0.073607324
BMP4,0.517320284,0.476598286,0.539674736,0.547049948,0.417054639,0.537271954,0.507092921,0.425573392,0.531580173,0.493583045,0.467849714
PTGER2,0.34899289,0.605213071,0.696346412,0.510948964,0.471677701,0.400406568,0.632201194,0.537163694,0.231983482,0.628803532,0.261832672
FAM193A,0.493853912,0.460176352,0.503506023,0.535721992,0.474928754,0.531002928,0.489563374,0.505819736,0.623148696,0.556529994,0.516607466
GRK4,0.320940761,0.295438506,0.206664715,0.415911065,0.273611865,0.326599047,0.333727805,0.248379182,0.381806987,0.068977854,0.329330342
SOX9,0.372078343,6.69E-05,0.319986804,0.33370775,0.246689287,0.464448441,0.291434252,0.627544928,0.243002938,0.463191206,0.377813495
TEKT3,0.28084693,0.022716812,0.221771146,0.481189019,0.04395707,0.26257558,0.009401646,0.054530508,0.157380196,0.247534345,0.328854857
MYH2,0.069389707,0.124704567,0.066532159,0.134352275,0.23464665,0.060682355,0.127921349,0.074523548,0.110567064,0.137797465,0.190839887
HS3ST3B1,0.081415394,0.126223063,0.124457517,0.058436835,0.238567114,0.105928641,0.121514714,0.115740136,0.245134624,0.213287877,0.131035197
SLC25A35,0.201058299,0.139646466,0.178905067,0.149007655,0.035362822,0.245398058,0.154730008,0.023629314,0.460845363,0.376167462,0.257555851
MRPS7,0.694178229,0.777346879,0.760320365,0.675208698,0.718339358,0.734909815,0.74071918,0.705083287,0.669520829,0.625368288,0.680468521
GGA3,0.422542434,0.400382201,0.415808208,0.38663754,0.268748591,0.430232107,0.433170149,0.447106515,0.466352552,0.505594207,0.43330698
ARMC7,0.475004755,0.414928003,0.46491477,0.421132385,0.360421935,0.448545567,0.390777231,0.443197894,0.499448649,0.461797514,0.463356999
NUP85,0.685434787,0.658697182,0.72869158,0.68069589,0.626135615,0.676715833,0.640723087,0.642942956,0.691394032,0.655882792,0.698663143
SLC25A19,0.453035242,0.654220512,0.451085753,0.446122696,0.653411023,0.436100801,0.734883905,0.534729903,0.466905083,0.577183495,0.47010658
MIF4GD,0.585156579,0.686743653,0.698743207,0.555770089,0.58715285,0.549360736,0.64819941,0.526553514,0.588130208,0.615922266,0.619195675
NT5C,0.778407324,0.82365965,0.813749001,0.766911559,0.814786788,0.825943522,0.835261657,0.724123423,0.806392337,0.804512672,0.806646453
MSTO1,0.477103152,0.540085753,0.543443947,0.502684466,0.446400204,0.492918294,0.593771389,0.520716135,0.602958118,0.488550795,0.566434597
TTF1,0.449824006,0.417406559,0.462262183,0.465183074,0.446400204,0.459144914,0.418771381,0.432004748,0.438505733,0.457512936,0.487621235
GTF3C4,0.276321815,0.228526071,0.034478776,0.178467124,0.2087913,0.237224535,0.20723117,0.204542916,0.294036641,0.14200462,0.206228937
DDX31,0.387389463,0.36643521,0.328264905,0.417758487,0.304361262,0.389172843,0.362119263,0.400097668,0.409448094,0.354823772,0.35379699
BARHL1,0.027074365,0.048650064,0.011625144,0.000770805,0.125337467,0.027758647,0.100958568,0.015547632,0.107965313,0.013243923,0.050142654
KIR2DL1,0.302373016,0.786096651,0.517952689,0.234296196,0.691627654,0.400079857,0.78260432,0.476336717,0.365662795,0.448126829,0.369093483
PPP1R12C,0.465289228,0.447835663,0.447066942,0.484281718,0.477501645,0.452098554,0.439078759,0.428069169,0.517825474,0.578777652,0.450899717
MBOAT7,0.701895296,0.67073189,0.635122304,0.640298768,0.787575238,0.607998215,0.745119754,0.75851687,0.751065282,0.649513961,0.644088536
SRMS,0.03631192,0.030236843,0.017578256,0.189542483,0.129562891,0.024740185,0.070194668,0.022386914,0.045214928,0.003169008,0.06189263
OPRL1,0.544970988,0.395572626,0.390431418,0.367960345,0.376798217,0.458604832,0.312667422,0.286110127,0.51560702,0.393412122,0.395019836
SLC2A4RG,0.517710379,0.387949731,0.464311361,0.410676606,0.428240193,0.433273441,0.376709623,0.439310624,0.394358113,0.493456772,0.366676082
NPBWR2,0.183994436,0.212490827,0.138609357,0.118451839,0.187882124,0.07944685,0.122290366,0.143796906,0.128731751,0.157961018,0.135375938
PPDPF,0.610084142,0.582045704,0.546298387,0.607278047,0.382035673,0.528902231,0.588280771,0.481239768,0.58672174,0.566086731,0.525148603
IL1B,0.215397617,0.810613839,0.24936493,0.200765137,0.832893573,0.293555167,0.982069718,0.861013078,0.237430986,0.262336126,0.243351624
PLGLB2,0.185190019,0.257982429,0.198405338,0.191461384,0.174418142,0.237596402,0.263820177,0.078292358,0.166218982,0.11500555,0.249277915
CHCHD5,0.729619409,0.660719787,0.68688469,0.591037316,0.580398118,0.635587884,0.664913305,0.521880016,0.618785578,0.610364754,0.605962841
PAX8,0.454407104,0.70348255,0.723064794,0.492871525,0.750724191,0.467967805,0.68358594,0.660982333,0.612712767,0.524055588,0.425977901
INSIG2,0.435778806,0.715567478,0.639657734,0.594543274,0.755570367,0.567441172,0.747734542,0.745631077,0.487501212,0.623327131,0.590131615
POLR1B,0.417662375,0.193819639,0.282447485,0.350078121,0.407815737,0.363917681,0.299865496,0.343164123,0.442594023,0.394120139,0.382012591
CCDC93,0.650135815,0.618869886,0.611393695,0.605427755,0.661395721,0.606354826,0.637188941,0.680139206,0.710461289,0.701307683,0.65772559
PSD4,0.382065199,0.514052914,0.471952227,0.409013551,0.520397854,0.402808676,0.487375183,0.468142897,0.418108815,0.365125331,0.368475472
SLC25A23,0.759209744,0.658921654,0.727976537,0.747803862,0.654912475,0.799104996,0.719329025,0.693609804,0.830452448,0.820155008,0.804584625
PSPN,0.071403698,0.003649486,0.019792392,0.005102751,0.018360353,0.011771186,0.128426826,0.049917023,0.140627582,0.013952688,0.174618363
GTF2F1,0.731064508,0.679927531,0.675526261,0.628084247,0.615854634,0.634341941,0.640428265,0.635248349,0.718891367,0.665160301,0.696867651
ALKBH7,0.673004073,0.670051506,0.655994413,0.660039273,0.648768675,0.71117678,0.633006455,0.597101646,0.56990131,0.606916391,0.701008912
CLPP,0.665099654,0.693610313,0.676436804,0.585241675,0.669971428,0.614234393,0.677297682,0.61890346,0.573854279,0.591913377,0.562445663
TNFSF9,0.23969219,0.071656267,0.079687576,0.216085413,0.174418142,0.236646394,0.227758094,0.297821081,0.003671708,0.167790593,0.127559684
GRIA3,0.266242758,0.133123597,0.205614354,0.276789023,0.254949854,0.223391466,0.323611875,0.227582805,0.201285989,0.336567527,0.177041926
THOC2,0.732511536,0.618653946,0.662564566,0.730851926,0.61948846,0.645534149,0.56779651,0.733133443,0.719207741,0.692436441,0.638474423
MED1,0.465653078,0.44978705,0.438347974,0.408736788,0.484317523,0.485920369,0.458512865,0.464651725,0.476860241,0.502336702,0.489061711
RPL23,0.983330917,0.985073162,0.983381918,0.981731403,0.974574211,0.98574122,0.984358129,0.984424917,0.981299405,0.978302096,0.986020983
ATG4C,0.489945015,0.514504381,0.558012842,0.53644546,0.435894347,0.572464436,0.479925127,0.452692513,0.436379864,0.53161106,0.610690793
CD70,0.184392866,0.040777988,0.107784304,0.166302443,0.280338316,0.077296725,0.185888295,0.322400492,0.304615484,0.146960529,0.133263328
C3,0.651854821,0.464097571,0.634538618,0.33370775,0.581520776,0.382687854,0.475493747,0.66135624,0.042930907,0.582462084,0.001116443
SH2D3A,0.243867539,0.383350296,0.335514922,0.305593067,0.395854878,0.092527727,0.398020209,0.35449579,0.241126635,0.198056841,0.071345576
TRIP10,0.420211667,0.415209153,0.475982203,0.517363146,0.600080185,0.384592664,0.523064905,0.589757419,0.52194892,0.527727313,0.428771302
GPR108,0.554327222,0.659745448,0.660320681,0.549387986,0.701170428,0.573776656,0.606401036,0.569273735,0.576289338,0.569659289,0.52988159
TNFSF14,0.642539854,0.663872311,0.790095444,0.72302708,0.728660205,0.737087665,0.701416735,0.792585425,0.888745023,0.798951922,0.755917254
FOSB,0.291921486,0.360252684,0.372559692,0.43228743,0.870671518,0.912157822,0.633958903,0.90437803,0.193026752,0.471304832,0.257809206
OPA3,0.518295855,0.403296164,0.378067904,0.447356841,0.476936209,0.419792885,0.440769262,0.494306147,0.484293244,0.468243355,0.38444293
SNRPD2,0.986221979,0.981360423,0.982098303,0.9808066,0.981432311,0.984089262,0.981842116,0.97262814,0.987057986,0.980338405,0.987088782
